GENE_ID,GENE,number_case,number_control,case_fold, control_fold,case_percentage,control_percentage, absolute_overrepresentation
ENSG00000227184,name not found,16,17,0.48,-0.52,94.12,94.44,0.33
ENSG00000172752,COL6A5,9,6,0.6,-0.4,52.94,33.33,19.61
ENSG00000182771,GRID1,2,3,0.4,-0.6,11.76,16.67,4.9
ENSG00000176978,DPP7,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000205436,EXOC3L4,6,7,0.46,-0.54,35.29,38.89,3.59
ENSG00000227208,name not found,11,13,0.46,-0.54,64.71,72.22,7.52
ENSG00000196498,NCOR2,12,9,0.57,-0.43,70.59,50.0,20.59
ENSG00000187260,WDR86,8,10,0.44,-0.56,47.06,55.56,8.5
ENSG00000205445,KRTAP10-2,15,16,0.48,-0.52,88.24,88.89,0.65
ENSG00000205581,HMGN1,4,4,0.5,-0.5,23.53,22.22,1.31
ENSG00000169660,HEXD,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000227766,name not found,17,15,0.53,-0.47,100.0,83.33,16.67
ENSG00000196539,OR2T3,3,7,0.3,-0.7,17.65,38.89,21.24
ENSG00000187600,LINC02583,4,7,0.36,-0.64,23.53,38.89,15.36
ENSG00000183629,GOLGA8G,5,8,0.38,-0.62,29.41,44.44,15.03
ENSG00000228273,name not found,17,18,0.49,-0.51,100.0,100.0,0.0
ENSG00000182903,ZNF721,3,2,0.6,-0.4,17.65,11.11,6.54
ENSG00000187627,RGPD1,5,3,0.62,-0.38,29.41,16.67,12.75
ENSG00000205611,LINC01597,4,5,0.44,-0.56,23.53,27.78,4.25
ENSG00000196588,MRTFA,2,5,0.29,-0.71,11.76,27.78,16.01
ENSG00000187676,B3GLCT,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000205683,DPF3,5,2,0.71,-0.29,29.41,11.11,18.3
ENSG00000228294,BMS1P17,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000183747,ACSM2A,4,8,0.33,-0.67,23.53,44.44,20.92
ENSG00000205810,KLRC3,12,14,0.46,-0.54,70.59,77.78,7.19
ENSG00000228336,OR9H1P,17,17,0.5,-0.5,100.0,94.44,5.56
ENSG00000187775,DNAH17,13,13,0.5,-0.5,76.47,72.22,4.25
ENSG00000228522,name not found,16,12,0.57,-0.43,94.12,66.67,27.45
ENSG00000169862,CTNND2,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000205867,KRTAP5-2,10,8,0.56,-0.44,58.82,44.44,14.38
ENSG00000228643,name not found,13,12,0.52,-0.48,76.47,66.67,9.8
ENSG00000228727,SAPCD1,3,2,0.6,-0.4,17.65,11.11,6.54
ENSG00000182909,name not found,2,4,0.33,-0.67,11.76,22.22,10.46
ENSG00000228927,TSPY3,14,12,0.54,-0.46,82.35,66.67,15.69
ENSG00000229081,LINC01165,17,18,0.49,-0.51,100.0,100.0,0.0
ENSG00000183317,EPHA10,2,5,0.29,-0.71,11.76,27.78,16.01
ENSG00000180061,TMEM150B,5,6,0.45,-0.55,29.41,33.33,3.92
ENSG00000169436,COL22A1,5,5,0.5,-0.5,29.41,27.78,1.63
ENSG00000169126,ODAD2,6,5,0.55,-0.45,35.29,27.78,7.52
ENSG00000206384,COL6A6,7,2,0.78,-0.22,41.18,11.11,30.07
ENSG00000161914,ZNF653,4,0,1.0,0.0,23.53,0.0,23.53
ENSG00000229212,name not found,8,4,0.67,-0.33,47.06,22.22,24.84
ENSG00000196873,CBWD3,2,4,0.33,-0.67,11.76,22.22,10.46
ENSG00000184486,POU3F2,2,6,0.25,-0.75,11.76,33.33,21.57
ENSG00000183153,GJD3,1,4,0.2,-0.8,5.88,22.22,16.34
ENSG00000188171,ZNF626,4,6,0.4,-0.6,23.53,33.33,9.8
ENSG00000206597,SNORA57,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000229571,PRAMEF25,15,13,0.54,-0.46,88.24,72.22,16.01
ENSG00000196878,LAMB3,5,4,0.56,-0.44,29.41,22.22,7.19
ENSG00000186807,name not found,6,3,0.67,-0.33,35.29,16.67,18.63
ENSG00000206760,SNORA6,12,13,0.48,-0.52,70.59,72.22,1.63
ENSG00000229604,MTATP8P2,5,9,0.36,-0.64,29.41,50.0,20.59
ENSG00000180257,ZNF816,1,4,0.2,-0.8,5.88,22.22,16.34
ENSG00000206910,SNORA29,3,9,0.25,-0.75,17.65,50.0,32.35
ENSG00000229665,PRR20C,9,7,0.56,-0.44,52.94,38.89,14.05
ENSG00000196917,HCAR1,2,3,0.4,-0.6,11.76,16.67,4.9
ENSG00000186951,PPARA,4,0,1.0,0.0,23.53,0.0,23.53
ENSG00000229686,SNORD56,15,12,0.56,-0.44,88.24,66.67,21.57
ENSG00000167014,TERB2,4,7,0.36,-0.64,23.53,38.89,15.36
ENSG00000207511,RNU6-771P,4,5,0.44,-0.56,23.53,27.78,4.25
ENSG00000229930,name not found,3,3,0.5,-0.5,17.65,16.67,0.98
ENSG00000207642,MIR571,4,3,0.57,-0.43,23.53,16.67,6.86
ENSG00000183963,SMTN,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000187514,PTMA,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000188438,DEFB108F,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000207650,MIR570,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000184012,TMPRSS2,6,4,0.6,-0.4,35.29,22.22,13.07
ENSG00000187550,SBK2,13,13,0.5,-0.5,76.47,72.22,4.25
ENSG00000197077,KIAA1671,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000188672,RHCE,4,2,0.67,-0.33,23.53,11.11,12.42
ENSG00000211553,name not found,4,3,0.57,-0.43,23.53,16.67,6.86
ENSG00000230099,TRBV5-4,17,18,0.49,-0.51,100.0,100.0,0.0
ENSG00000184985,SORCS2,7,5,0.58,-0.42,41.18,27.78,13.4
ENSG00000211584,SLC48A1,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000230325,name not found,16,17,0.48,-0.52,94.12,94.44,0.33
ENSG00000173846,PLK3,3,2,0.6,-0.4,17.65,11.11,6.54
ENSG00000188818,ZDHHC11,6,2,0.75,-0.25,35.29,11.11,24.18
ENSG00000230657,PRB4,16,16,0.5,-0.5,94.12,88.89,5.23
ENSG00000197136,PCNX3,6,2,0.75,-0.25,35.29,11.11,24.18
ENSG00000181036,FCRL6,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000187786,name not found,3,4,0.43,-0.57,17.65,22.22,4.58
ENSG00000184381,PLA2G6,3,5,0.38,-0.62,17.65,27.78,10.13
ENSG00000230903,name not found,10,5,0.67,-0.33,58.82,27.78,31.05
ENSG00000197256,KANK2,4,2,0.67,-0.33,23.53,11.11,12.42
ENSG00000181135,ZNF707,2,4,0.33,-0.67,11.76,22.22,10.46
ENSG00000178445,GLDC,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000231226,TRIM31-AS1,16,17,0.48,-0.52,94.12,94.44,0.33
ENSG00000171130,ATP6V0E2,3,4,0.43,-0.57,17.65,22.22,4.58
ENSG00000231389,HLA-DPA1,7,11,0.39,-0.61,41.18,61.11,19.93
ENSG00000197376,name not found,11,13,0.46,-0.54,64.71,72.22,7.52
ENSG00000231396,USP17L10,6,10,0.38,-0.62,35.29,55.56,20.26
ENSG00000197381,ADARB1,2,3,0.4,-0.6,11.76,16.67,4.9
ENSG00000170364,SETMAR,1,4,0.2,-0.8,5.88,22.22,16.34
ENSG00000211706,TRBV6-1,14,16,0.47,-0.53,82.35,88.89,6.54
ENSG00000174194,name not found,9,4,0.69,-0.31,52.94,22.22,30.72
ENSG00000187954,CYHR1,4,2,0.67,-0.33,23.53,11.11,12.42
ENSG00000211707,TRBV7-1,14,16,0.47,-0.53,82.35,88.89,6.54
ENSG00000232399,USP17L13,6,10,0.38,-0.62,35.29,55.56,20.26
ENSG00000197558,SSPOP,6,6,0.5,-0.5,35.29,33.33,1.96
ENSG00000232423,PRAMEF6,14,15,0.48,-0.52,82.35,83.33,0.98
ENSG00000184838,PRR16,7,6,0.54,-0.46,41.18,33.33,7.84
ENSG00000197599,CCDC154,4,4,0.5,-0.5,23.53,22.22,1.31
ENSG00000232629,HLA-DQB2,17,17,0.5,-0.5,100.0,94.44,5.56
ENSG00000184863,RBM33,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000185453,ZSWIM9,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000232637,name not found,17,17,0.5,-0.5,100.0,94.44,5.56
ENSG00000197746,PSAP,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000211721,TRBV6-5,7,9,0.44,-0.56,41.18,50.0,8.82
ENSG00000232937,name not found,9,3,0.75,-0.25,52.94,16.67,36.27
ENSG00000232941,name not found,17,18,0.49,-0.51,100.0,100.0,0.0
ENSG00000232987,LINC01219,11,8,0.58,-0.42,64.71,44.44,20.26
ENSG00000171311,EXOSC1,1,5,0.17,-0.83,5.88,27.78,21.9
ENSG00000179532,DNHD1,3,5,0.38,-0.62,17.65,27.78,10.13
ENSG00000233136,USP17L11,6,10,0.38,-0.62,35.29,55.56,20.26
ENSG00000171314,PGAM1,1,5,0.17,-0.83,5.88,27.78,21.9
ENSG00000197887,OR1S2,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000179583,CIITA,5,4,0.56,-0.44,29.41,22.22,7.19
ENSG00000170558,CDH2,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000188163,FAM166A,5,4,0.56,-0.44,29.41,22.22,7.19
ENSG00000233223,name not found,4,3,0.57,-0.43,23.53,16.67,6.86
ENSG00000185522,LMNTD2,4,3,0.57,-0.43,23.53,16.67,6.86
ENSG00000188229,TUBB4B,4,4,0.5,-0.5,23.53,22.22,1.31
ENSG00000233396,LINC01719,15,14,0.52,-0.48,88.24,77.78,10.46
ENSG00000174780,SRP72,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000184640,SEPTIN9,2,3,0.4,-0.6,11.76,16.67,4.9
ENSG00000171819,ANGPTL7,4,0,1.0,0.0,23.53,0.0,23.53
ENSG00000196240,OR2T2,9,7,0.56,-0.44,52.94,38.89,14.05
ENSG00000181929,PRKAG1,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000198062,POTEH,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000188511,C22orf34,13,13,0.5,-0.5,76.47,72.22,4.25
ENSG00000196367,TRRAP,6,2,0.75,-0.25,35.29,11.11,24.18
ENSG00000233917,POTEB,16,15,0.52,-0.48,94.12,83.33,10.78
ENSG00000185722,ANKFY1,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000198083,KRTAP9-9,7,9,0.44,-0.56,41.18,50.0,8.82
ENSG00000234278,PRR20E,7,7,0.5,-0.5,41.18,38.89,2.29
ENSG00000185475,TMEM179B,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000182149,IST1,5,5,0.5,-0.5,29.41,27.78,1.63
ENSG00000168843,FSTL5,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000171282,name not found,3,2,0.6,-0.4,17.65,11.11,6.54
ENSG00000188986,NELFB,12,10,0.55,-0.45,70.59,55.56,15.03
ENSG00000171954,CYP4F22,8,6,0.57,-0.43,47.06,33.33,13.73
ENSG00000234477,name not found,8,7,0.53,-0.47,47.06,38.89,8.17
ENSG00000211795,TRAV8-6,9,8,0.53,-0.47,52.94,44.44,8.5
ENSG00000234719,NPIPB2,4,1,0.8,-0.2,23.53,5.56,17.97
ENSG00000196502,SULT1A1,11,15,0.42,-0.58,64.71,83.33,18.63
ENSG00000211805,TRAV24,3,4,0.43,-0.57,17.65,22.22,4.58
ENSG00000234745,HLA-B,16,18,0.47,-0.53,94.12,100.0,5.88
ENSG00000185945,name not found,0,4,0.0,-1.0,0.0,22.22,22.22
ENSG00000211892,IGHG4,4,4,0.5,-0.5,23.53,22.22,1.31
ENSG00000234857,HNRNPUL2-BSCL2,4,4,0.5,-0.5,23.53,22.22,1.31
ENSG00000171873,ADRA1D,0,6,0.0,-1.0,0.0,33.33,33.33
ENSG00000211896,IGHG1,16,18,0.47,-0.53,94.12,100.0,5.88
ENSG00000172037,LAMB2,4,0,1.0,0.0,23.53,0.0,23.53
ENSG00000234859,name not found,12,12,0.5,-0.5,70.59,66.67,3.92
ENSG00000171914,TLN2,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000166105,GLB1L3,3,3,0.5,-0.5,17.65,16.67,0.98
ENSG00000198466,ZNF587,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000211897,IGHG3,10,12,0.45,-0.55,58.82,66.67,7.84
ENSG00000235085,name not found,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000185775,SPATA31A6,1,4,0.2,-0.8,5.88,22.22,16.34
ENSG00000211900,IGHJ6,15,14,0.52,-0.48,88.24,77.78,10.46
ENSG00000235281,name not found,15,17,0.47,-0.53,88.24,94.44,6.21
ENSG00000196569,LAMA2,7,7,0.5,-0.5,41.18,38.89,2.29
ENSG00000211904,IGHJ2,15,14,0.52,-0.48,88.24,77.78,10.46
ENSG00000235481,UBE2R2-AS1,17,18,0.49,-0.51,100.0,100.0,0.0
ENSG00000198538,ZNF28,9,15,0.38,-0.62,52.94,83.33,30.39
ENSG00000211905,IGHJ1,15,14,0.52,-0.48,88.24,77.78,10.46
ENSG00000235663,SAPCD1-AS1,3,2,0.6,-0.4,17.65,11.11,6.54
ENSG00000196678,ERI2,4,1,0.8,-0.2,23.53,5.56,17.97
ENSG00000211936,name not found,14,17,0.45,-0.55,82.35,94.44,12.09
ENSG00000163539,CLASP2,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000235994,name not found,12,15,0.44,-0.56,70.59,83.33,12.75
ENSG00000211941,IGHV3-11,8,8,0.5,-0.5,47.06,44.44,2.61
ENSG00000236116,name not found,3,6,0.33,-0.67,17.65,33.33,15.69
ENSG00000161960,EIF4A1,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000198722,UNC13B,2,4,0.33,-0.67,11.76,22.22,10.46
ENSG00000196774,name not found,4,3,0.57,-0.43,23.53,16.67,6.86
ENSG00000236138,DUX4L26,14,14,0.5,-0.5,82.35,77.78,4.58
ENSG00000198768,APCDD1L,0,4,0.0,-1.0,0.0,22.22,22.22
ENSG00000196358,NTNG2,5,2,0.71,-0.29,29.41,11.11,18.3
ENSG00000211952,IGHV4-28,1,6,0.14,-0.86,5.88,33.33,27.45
ENSG00000236140,name not found,17,18,0.49,-0.51,100.0,100.0,0.0
ENSG00000198785,GRIN3A,9,9,0.5,-0.5,52.94,50.0,2.94
ENSG00000211970,IGHV4-61,12,10,0.55,-0.45,70.59,55.56,15.03
ENSG00000236255,name not found,13,11,0.54,-0.46,76.47,61.11,15.36
ENSG00000166938,DIS3L,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000196372,ASB13,5,3,0.62,-0.38,29.41,16.67,12.75
ENSG00000236396,SLC35G4,17,18,0.49,-0.51,100.0,100.0,0.0
ENSG00000186222,BLOC1S4,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000196374,name not found,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000236438,FAM157A,4,8,0.33,-0.67,23.53,44.44,20.92
ENSG00000181433,SAGE1,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000196406,SPANXD,4,5,0.44,-0.56,23.53,27.78,4.25
ENSG00000236537,name not found,16,18,0.47,-0.53,94.12,100.0,5.88
ENSG00000186364,NUDT17,3,6,0.33,-0.67,17.65,33.33,15.69
ENSG00000213020,ZNF611,12,13,0.48,-0.52,70.59,72.22,1.63
ENSG00000236816,ANKRD20A7P,16,18,0.47,-0.53,94.12,100.0,5.88
ENSG00000197054,ZNF763,4,3,0.57,-0.43,23.53,16.67,6.86
ENSG00000186472,PCLO,4,2,0.67,-0.33,23.53,11.11,12.42
ENSG00000182938,OTOP3,3,2,0.6,-0.4,17.65,11.11,6.54
ENSG00000197081,IGF2R,3,3,0.5,-0.5,17.65,16.67,0.98
ENSG00000213240,name not found,5,10,0.33,-0.67,29.41,55.56,26.14
ENSG00000171246,NPTX1,2,3,0.4,-0.6,11.76,16.67,4.9
ENSG00000236981,OR10G9,15,15,0.5,-0.5,88.24,83.33,4.9
ENSG00000183016,name not found,12,8,0.6,-0.4,70.59,44.44,26.14
ENSG00000173064,HECTD4,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000197110,IFNL3,10,11,0.48,-0.52,58.82,61.11,2.29
ENSG00000213413,PVRIG,12,10,0.55,-0.45,70.59,55.56,15.03
ENSG00000237207,RBM17P3,14,11,0.56,-0.44,82.35,61.11,21.24
ENSG00000162585,FAAP20,3,2,0.6,-0.4,17.65,11.11,6.54
ENSG00000197146,name not found,6,13,0.32,-0.68,35.29,72.22,36.93
ENSG00000213439,OR5AC1,9,11,0.45,-0.55,52.94,61.11,8.17
ENSG00000237412,PRSS56,8,14,0.36,-0.64,47.06,77.78,30.72
ENSG00000162641,AKNAD1,3,3,0.5,-0.5,17.65,16.67,0.98
ENSG00000187105,HEATR4,2,3,0.4,-0.6,11.76,16.67,4.9
ENSG00000171931,FBXW10,7,1,0.88,-0.12,41.18,5.56,35.62
ENSG00000213512,GBP7,7,12,0.37,-0.63,41.18,66.67,25.49
ENSG00000237500,name not found,15,17,0.47,-0.53,88.24,94.44,6.21
ENSG00000186532,SMYD4,5,4,0.56,-0.44,29.41,22.22,7.19
ENSG00000197253,TPSB2,13,10,0.57,-0.43,76.47,55.56,20.92
ENSG00000237647,name not found,14,15,0.48,-0.52,82.35,83.33,0.98
ENSG00000177169,ULK1,5,6,0.45,-0.55,29.41,33.33,3.92
ENSG00000186603,HPDL,2,3,0.4,-0.6,11.76,16.67,4.9
ENSG00000197283,SYNGAP1,3,5,0.38,-0.62,17.65,27.78,10.13
ENSG00000213563,C8orf82,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000237792,name not found,13,12,0.52,-0.48,76.47,66.67,9.8
ENSG00000200336,RNA5SP333,10,15,0.4,-0.6,58.82,83.33,24.51
ENSG00000197345,MRPL21,12,9,0.57,-0.43,70.59,50.0,20.59
ENSG00000237975,FLG-AS1,17,18,0.49,-0.51,100.0,100.0,0.0
ENSG00000187545,PRAMEF10,2,4,0.33,-0.67,11.76,22.22,10.46
ENSG00000171570,RAB4B-EGLN2,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000238062,SPATA3-AS1,11,13,0.46,-0.54,64.71,72.22,7.52
ENSG00000167861,HID1,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000197386,HTT,4,7,0.36,-0.64,23.53,38.89,15.36
ENSG00000238113,LINC01410,17,18,0.49,-0.51,100.0,100.0,0.0
ENSG00000197410,DCHS2,4,3,0.57,-0.43,23.53,16.67,6.86
ENSG00000213995,NAXD,2,3,0.4,-0.6,11.76,16.67,4.9
ENSG00000238211,POLR2LP1,14,15,0.48,-0.52,82.35,83.33,0.98
ENSG00000183431,SF3A3,1,6,0.14,-0.86,5.88,33.33,27.45
ENSG00000187678,SPRY4,2,3,0.4,-0.6,11.76,16.67,4.9
ENSG00000214029,ZNF891,8,12,0.4,-0.6,47.06,66.67,19.61
ENSG00000238227,TMEM250,4,1,0.8,-0.2,23.53,5.56,17.97
ENSG00000183454,GRIN2A,3,3,0.5,-0.5,17.65,16.67,0.98
ENSG00000187741,FANCA,4,7,0.36,-0.64,23.53,38.89,15.36
ENSG00000196747,H2AC13,4,3,0.57,-0.43,23.53,16.67,6.86
ENSG00000197463,name not found,4,5,0.44,-0.56,23.53,27.78,4.25
ENSG00000239066,name not found,17,18,0.49,-0.51,100.0,100.0,0.0
ENSG00000201709,RNU6-686P,2,7,0.22,-0.78,11.76,38.89,27.12
ENSG00000173402,DAG1,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000239257,RPL23AP1,17,17,0.5,-0.5,100.0,94.44,5.56
ENSG00000239275,name not found,16,16,0.5,-0.5,94.12,88.89,5.23
ENSG00000214140,PRCD,14,10,0.58,-0.42,82.35,55.56,26.8
ENSG00000239291,name not found,17,18,0.49,-0.51,100.0,100.0,0.0
ENSG00000168070,MAJIN,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000197603,CPLANE1,4,7,0.36,-0.64,23.53,38.89,15.36
ENSG00000187950,OVCH1,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000187555,USP7,3,9,0.25,-0.75,17.65,50.0,32.35
ENSG00000203326,ZNF525,9,4,0.69,-0.31,52.94,22.22,30.72
ENSG00000197838,CYP2A13,3,5,0.38,-0.62,17.65,27.78,10.13
ENSG00000214756,CSKMT,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000239944,TRBV8-2,13,15,0.46,-0.54,76.47,83.33,6.86
ENSG00000187583,PLEKHN1,12,12,0.5,-0.5,70.59,66.67,3.92
ENSG00000173599,PC,0,4,0.0,-1.0,0.0,22.22,22.22
ENSG00000170004,CHD3,3,2,0.6,-0.4,17.65,11.11,6.54
ENSG00000188107,EYS,7,8,0.47,-0.53,41.18,44.44,3.27
ENSG00000187535,IFT140,5,7,0.42,-0.58,29.41,38.89,9.48
ENSG00000214787,MS4A4E,8,11,0.42,-0.58,47.06,61.11,14.05
ENSG00000240542,KRTAP9-1,17,18,0.49,-0.51,100.0,100.0,0.0
ENSG00000173826,KCNH6,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000241241,KRTAP4-16,16,16,0.5,-0.5,94.12,88.89,5.23
ENSG00000214929,SPATA31D1,5,1,0.83,-0.17,29.41,5.56,23.86
ENSG00000241287,name not found,17,14,0.55,-0.45,100.0,77.78,22.22
ENSG00000183765,CHEK2,5,4,0.56,-0.44,29.41,22.22,7.19
ENSG00000198033,TUBA3C,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000215021,PHB2,16,18,0.47,-0.53,94.12,100.0,5.88
ENSG00000174684,B4GAT1,5,0,1.0,0.0,29.41,0.0,29.41
ENSG00000172250,SERHL,5,0,1.0,0.0,29.41,0.0,29.41
ENSG00000241598,KRTAP5-4,12,14,0.46,-0.54,70.59,77.78,7.19
ENSG00000215113,CXorf49B,4,6,0.4,-0.6,23.53,33.33,9.8
ENSG00000174744,BRMS1,6,1,0.86,-0.14,35.29,5.56,29.74
ENSG00000172366,MCRIP2,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000173875,ZNF791,0,6,0.0,-1.0,0.0,33.33,33.33
ENSG00000184009,ACTG1,4,3,0.57,-0.43,23.53,16.67,6.86
ENSG00000215115,CXorf49,4,6,0.4,-0.6,23.53,33.33,9.8
ENSG00000171475,WIPF2,3,3,0.5,-0.5,17.65,16.67,0.98
ENSG00000241962,name not found,4,3,0.57,-0.43,23.53,16.67,6.86
ENSG00000188738,FSIP2,3,8,0.27,-0.73,17.65,44.44,26.8
ENSG00000187800,PEAR1,4,4,0.5,-0.5,23.53,22.22,1.31
ENSG00000215126,CBWD6,14,14,0.5,-0.5,82.35,77.78,4.58
ENSG00000241973,PI4KA,4,1,0.8,-0.2,23.53,5.56,17.97
ENSG00000188782,CATSPER4,4,5,0.44,-0.56,23.53,27.78,4.25
ENSG00000198099,ADH4,4,6,0.4,-0.6,23.53,33.33,9.8
ENSG00000242086,MUC20-OT1,17,17,0.5,-0.5,100.0,94.44,5.56
ENSG00000187942,LDLRAD2,4,2,0.67,-0.33,23.53,11.11,12.42
ENSG00000204290,BTNL2,2,3,0.4,-0.6,11.76,16.67,4.9
ENSG00000197483,ZNF628,5,5,0.5,-0.5,29.41,27.78,1.63
ENSG00000215271,HOMEZ,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000242188,name not found,8,4,0.67,-0.33,47.06,22.22,24.84
ENSG00000184343,SRPK3,5,8,0.38,-0.62,29.41,44.44,15.03
ENSG00000197530,MIB2,4,0,1.0,0.0,23.53,0.0,23.53
ENSG00000215277,RNF212B,10,8,0.56,-0.44,58.82,44.44,14.38
ENSG00000165583,SSX5,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000242802,AP5Z1,3,2,0.6,-0.4,17.65,11.11,6.54
ENSG00000178971,CTC1,1,4,0.2,-0.8,5.88,22.22,16.34
ENSG00000187961,KLHL17,12,12,0.5,-0.5,70.59,66.67,3.92
ENSG00000215424,MCM3AP-AS1,13,13,0.5,-0.5,76.47,72.22,4.25
ENSG00000243056,EIF4EBP3,11,13,0.46,-0.54,64.71,72.22,7.52
ENSG00000168883,USP39,2,3,0.4,-0.6,11.76,16.67,4.9
ENSG00000187955,COL14A1,3,3,0.5,-0.5,17.65,16.67,0.98
ENSG00000243069,ARHGEF26-AS1,16,17,0.48,-0.52,94.12,94.44,0.33
ENSG00000179058,C9orf50,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000188994,ZNF292,2,3,0.4,-0.6,11.76,16.67,4.9
ENSG00000243130,PSG11,13,15,0.46,-0.54,76.47,83.33,6.86
ENSG00000204414,CSHL1,1,4,0.2,-0.8,5.88,22.22,16.34
ENSG00000215837,SDHAP2,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000243137,PSG4,17,18,0.49,-0.51,100.0,100.0,0.0
ENSG00000197858,GPAA1,4,2,0.67,-0.33,23.53,11.11,12.42
ENSG00000198399,ITSN2,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000173473,SMARCC1,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000215910,C1orf167,11,7,0.61,-0.39,64.71,38.89,25.82
ENSG00000243729,OR5V1,8,11,0.42,-0.58,47.06,61.11,14.05
ENSG00000204514,ZNF814,2,4,0.33,-0.67,11.76,22.22,10.46
ENSG00000215991,MIR208B,4,1,0.8,-0.2,23.53,5.56,17.97
ENSG00000188383,GPAT2P2,7,11,0.39,-0.61,41.18,61.11,19.93
ENSG00000170633,RNF34,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000188157,AGRN,8,8,0.5,-0.5,47.06,44.44,2.61
ENSG00000216133,name not found,10,11,0.48,-0.52,58.82,61.11,2.29
ENSG00000244045,TMEM199,17,18,0.49,-0.51,100.0,100.0,0.0
ENSG00000188581,KRTAP1-1,3,2,0.6,-0.4,17.65,11.11,6.54
ENSG00000216588,IGSF23,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000244198,ARHGEF35-AS1,13,13,0.5,-0.5,76.47,72.22,4.25
ENSG00000219222,RPL12P47,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000204604,ZNF468,6,14,0.3,-0.7,35.29,77.78,42.48
ENSG00000198719,DLL1,1,4,0.2,-0.8,5.88,22.22,16.34
ENSG00000244306,DUXAP10,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000188888,name not found,0,4,0.0,-1.0,0.0,22.22,22.22
ENSG00000204873,KRTAP9-3,2,7,0.22,-0.78,11.76,38.89,27.12
ENSG00000198732,SMOC1,9,4,0.69,-0.31,52.94,22.22,30.72
ENSG00000173706,HEG1,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000244479,OR2A1-AS1,17,18,0.49,-0.51,100.0,100.0,0.0
ENSG00000244482,LILRA6,16,16,0.5,-0.5,94.12,88.89,5.23
ENSG00000221241,SNORD88A,11,9,0.55,-0.45,64.71,50.0,14.71
ENSG00000244486,SCARF2,16,17,0.48,-0.52,94.12,94.44,0.33
ENSG00000198276,UCKL1,7,6,0.54,-0.46,41.18,33.33,7.84
ENSG00000174227,PIGG,5,4,0.56,-0.44,29.41,22.22,7.19
ENSG00000221381,SNORD88B,11,9,0.55,-0.45,64.71,50.0,14.71
ENSG00000246627,CACNA1C-AS1,17,17,0.5,-0.5,100.0,94.44,5.56
